"article","month","year","countries","authors"
25427,"6","2017","1","5"
30825,"5","2017","1","5"
3481,"12","2017","1","5"
1032,"5","2018","1","5"
30828,"5","2017","1","5"
41407,"1","2019","1","5"
33176,"8","2019","1","5"
2360,"5","2019","1","5"
23312,"7","2018","1","5"
3482,"12","2017","1","5"
15615,"4","2017","1","5"
21929,"8","2018","1","5"
15614,"4","2017","1","5"
6660,"4","2016","1","5"
20279,"3","2018","1","5"
36355,"11","2018","1","5"
12256,"10","2018","1","5"
1029,"5","2018","1","5"
1368,"8","2018","1","5"
3484,"12","2017","1","5"
1027,"5","2018","1","5"
8930,"7","2018","1","5"
6686,"2","2016","1","5"
30854,"5","2017","1","5"
36341,"11","2018","1","5"
30856,"5","2017","1","5"
36340,"11","2018","1","5"
25204,"10","2017","1","5"
6690,"2","2016","1","5"
12246,"6","2018","1","5"
36338,"11","2018","1","5"
20274,"4","2018","1","5"
32198,"9","2018","1","5"
2364,"1","2019","1","5"
30871,"4","2017","1","5"
15579,"4","2017","1","5"
39695,"3","2019","1","5"
20267,"5","2018","1","5"
30876,"4","2017","1","5"
15572,"5","2017","1","5"
6739,"5","2015","1","5"
41152,"1","2019","1","5"
26292,"10","2015","1","5"
30884,"3","2017","1","5"
6761,"4","2014","1","5"
26790,"7","2018","1","5"
9551,"11","2017","1","5"
30890,"3","2017","1","5"
39693,"12","2018","1","5"
15555,"5","2017","1","5"
6770,"8","2018","1","5"
9558,"11","2017","1","5"
12242,"6","2018","1","5"
6776,"9","2018","1","5"
40580,"5","2019","1","5"
36291,"10","2019","1","5"
30908,"2","2017","1","5"
30910,"2","2017","1","5"
1020,"5","2018","1","5"
36286,"5","2019","1","5"
15541,"5","2017","1","5"
15533,"5","2017","1","5"
6832,"4","2018","1","5"
36271,"11","2018","1","5"
30934,"1","2017","1","5"
23308,"7","2018","1","5"
30937,"1","2017","1","5"
15518,"5","2017","1","5"
2375,"7","2018","1","5"
12230,"6","2018","1","5"
35265,"10","2018","1","5"
25441,"6","2017","1","5"
6861,"4","2018","1","5"
36264,"11","2018","1","5"
12222,"6","2018","1","5"
41653,"1","2019","1","5"
40226,"1","2019","1","5"
24874,"2","2018","1","5"
30956,"12","2016","1","5"
2379,"6","2018","1","5"
30958,"12","2016","1","5"
39689,"12","2018","1","5"
2985,"3","2018","1","5"
23046,"1","2017","1","5"
6867,"4","2018","1","5"
15478,"5","2017","1","5"
20217,"7","2018","1","5"
41139,"1","2019","1","5"
21506,"10","2017","1","5"
27490,"3","2016","1","5"
23044,"1","2017","1","5"
41138,"1","2019","1","5"
2384,"6","2018","1","5"
39683,"12","2018","1","5"
21895,"10","2018","1","5"
39674,"6","2019","1","5"
27497,"1","2016","1","5"
6893,"4","2018","1","5"
6898,"4","2018","1","5"
3511,"12","2017","1","5"
26319,"9","2015","1","5"
2395,"6","2018","1","5"
39672,"2","2019","1","5"
23039,"1","2017","1","5"
21884,"7","2014","1","5"
27503,"9","2015","1","5"
8947,"6","2018","1","5"
15427,"5","2017","1","5"
23038,"1","2017","1","5"
1405,"2","2018","1","5"
40561,"12","2018","1","5"
3512,"12","2017","1","5"
6923,"3","2018","1","5"
23302,"7","2018","1","5"
12205,"9","2018","1","5"
12204,"6","2018","1","5"
6932,"3","2018","1","5"
15413,"6","2017","1","5"
15411,"6","2017","1","5"
20163,"6","2016","1","5"
20159,"1","2017","1","5"
3515,"12","2017","1","5"
15400,"12","2018","1","5"
23884,"6","2017","1","5"
21876,"11","2014","1","5"
15398,"6","2017","1","5"
23599,"1","2019","1","5"
34936,"4","2019","1","5"
13066,"4","2018","1","5"
31031,"8","2016","1","5"
23034,"2","2017","1","5"
27520,"11","2014","1","5"
3525,"12","2017","1","5"
21875,"12","2014","1","5"
15363,"6","2017","1","5"
529,"7","2018","1","5"
12199,"6","2018","1","5"
36219,"11","2018","1","5"
20144,"6","2017","1","5"
6964,"3","2018","1","5"
31044,"7","2016","1","5"
31045,"7","2016","1","5"
27526,"6","2014","1","5"
27527,"5","2014","1","5"
20142,"7","2017","1","5"
15356,"6","2017","1","5"
31051,"7","2016","1","5"
31055,"7","2016","1","5"
2411,"6","2018","1","5"
6989,"3","2018","1","5"
38858,"9","2019","1","5"
40552,"12","2018","1","5"
20138,"9","2017","1","5"
3541,"12","2017","1","5"
36203,"6","2019","1","5"
20130,"11","2017","1","5"
20126,"12","2017","1","5"
6997,"3","2018","1","5"
32122,"9","2018","1","5"
26339,"9","2015","1","5"
7004,"3","2018","1","5"
15322,"6","2017","1","5"
20119,"2","2018","1","5"
15317,"3","2019","1","5"
2414,"12","2018","1","5"
36194,"11","2018","1","5"
31085,"4","2016","1","5"
31086,"4","2016","1","5"
7051,"2","2018","1","5"
25457,"6","2017","1","5"
34934,"10","2018","1","5"
15309,"6","2017","1","5"
36163,"5","2019","1","5"
25458,"6","2019","1","5"
7109,"1","2018","1","5"
24118,"8","2014","1","5"
1416,"2","2018","1","5"
38845,"1","2019","1","5"
31111,"12","2015","1","5"
3571,"12","2017","1","5"
38834,"12","2018","1","5"
7133,"1","2018","1","5"
26800,"7","2018","1","5"
2831,"3","2019","1","5"
7141,"1","2018","1","5"
7154,"1","2018","1","5"
2832,"4","2018","1","5"
500,"7","2018","1","5"
3589,"11","2017","1","5"
24120,"8","2014","1","5"
32578,"9","2018","1","5"
7163,"1","2018","1","5"
15272,"6","2017","1","5"
40221,"2","2019","1","5"
7172,"1","2018","1","5"
36121,"11","2018","1","5"
32150,"9","2018","1","5"
13060,"4","2018","1","5"
12178,"7","2018","1","5"
8955,"6","2018","1","5"
7176,"1","2018","1","5"
36114,"3","2019","1","5"
21863,"5","2015","1","5"
40541,"12","2018","1","5"
7177,"1","2018","1","5"
15239,"7","2017","1","5"
27572,"6","2018","1","5"
13059,"1","2019","1","5"
36109,"11","2018","1","5"
893,"5","2018","1","5"
3599,"11","2017","1","5"
15236,"7","2017","1","5"
2423,"4","2019","1","5"
36100,"11","2018","1","5"
31162,"1","2014","1","5"
33231,"9","2018","1","5"
8959,"6","2018","1","5"
12167,"1","2019","1","5"
38817,"12","2018","1","5"
13056,"4","2018","1","5"
15220,"7","2017","1","5"
41129,"4","2019","1","5"
31176,"8","2018","1","5"
12165,"8","2018","1","5"
7234,"12","2017","1","5"
2428,"6","2018","1","5"
35254,"10","2018","1","5"
20034,"9","2015","1","5"
12159,"7","2018","1","5"
2431,"6","2018","1","5"
15201,"7","2017","1","5"
31187,"8","2018","1","5"
26594,"9","2014","1","5"
13054,"4","2018","1","5"
24292,"7","2018","1","5"
15194,"7","2017","1","5"
7251,"12","2017","1","5"
3628,"11","2017","1","5"
15189,"7","2017","1","5"
31204,"9","2018","1","5"
15188,"7","2017","1","5"
9611,"10","2017","1","5"
13717,"3","2019","1","5"
1440,"1","2018","1","5"
36075,"11","2018","1","5"
12142,"9","2018","1","5"
38803,"5","2016","1","5"
23689,"1","2018","1","5"
33251,"1","2019","1","5"
41124,"1","2019","1","5"
15145,"7","2017","1","5"
15143,"7","2017","1","5"
15142,"7","2017","1","5"
24445,"6","2018","1","5"
31236,"2","2019","1","5"
20005,"8","2016","1","5"
15136,"7","2017","1","5"
40527,"12","2018","1","5"
2459,"6","2018","1","5"
38793,"7","2016","1","5"
15118,"7","2017","1","5"
31245,"8","2018","1","5"
32595,"9","2018","1","5"
19998,"9","2016","1","5"
960,"5","2018","1","5"
36053,"11","2018","1","5"
15107,"7","2017","1","5"
40515,"12","2018","1","5"
41410,"8","2019","1","5"
36046,"11","2018","1","5"
26369,"8","2015","1","5"
3647,"11","2017","1","5"
21418,"1","2018","1","5"
15092,"7","2017","1","5"
15091,"7","2017","1","5"
34920,"10","2018","1","5"
23627,"2","2018","1","5"
36037,"11","2018","1","5"
41435,"1","2019","1","5"
19955,"4","2017","1","5"
3650,"11","2017","1","5"
41400,"1","2019","1","5"
21834,"12","2015","1","5"
15053,"8","2017","1","5"
24122,"6","2014","1","5"
19932,"6","2017","1","5"
38767,"9","2016","1","5"
15036,"8","2017","1","5"
7428,"10","2017","1","5"
31296,"1","2019","1","5"
15030,"8","2017","1","5"
36014,"11","2018","1","5"
15022,"8","2017","1","5"
33266,"9","2018","1","5"
9653,"10","2017","1","5"
21006,"8","2018","1","5"
3672,"1","2019","1","5"
27648,"10","2017","1","5"
2472,"6","2018","1","5"
21004,"8","2018","1","5"
15004,"8","2017","1","5"
14999,"8","2017","1","5"
2474,"5","2019","1","5"
7442,"8","2018","1","5"
19911,"8","2017","1","5"
35996,"1","2019","1","5"
33271,"9","2018","1","5"
38756,"10","2016","1","5"
31323,"8","2018","1","5"
21003,"10","2018","1","5"
8484,"1","2016","1","5"
19888,"9","2017","1","5"
3686,"11","2017","1","5"
1001,"5","2018","1","5"
20998,"11","2018","1","5"
418,"7","2018","1","5"
21826,"2","2016","1","5"
27663,"8","2017","1","5"
14953,"8","2017","1","5"
40505,"12","2018","1","5"
14944,"8","2017","1","5"
31344,"8","2018","1","5"
2999,"3","2018","1","5"
9655,"10","2017","1","5"
24181,"8","2018","1","5"
2487,"6","2018","1","5"
3699,"11","2017","1","5"
14935,"8","2017","1","5"
40495,"12","2018","1","5"
31356,"8","2018","1","5"
32605,"1","2019","1","5"
14917,"8","2017","1","5"
23279,"6","2019","1","5"
1470,"11","2018","1","5"
35970,"11","2018","1","5"
14890,"9","2017","1","5"
34896,"10","2018","1","5"
14889,"9","2017","1","5"
7532,"8","2017","1","5"
9702,"9","2017","1","5"
9705,"9","2017","1","5"
14872,"9","2017","1","5"
26815,"10","2018","1","5"
19850,"11","2017","1","5"
38731,"1","2017","1","5"
14866,"9","2017","1","5"
13030,"4","2018","1","5"
14858,"9","2017","1","5"
14855,"9","2017","1","5"
13449,"3","2018","1","5"
14848,"9","2017","1","5"
24127,"5","2014","1","5"
27687,"4","2017","1","5"
35945,"7","2019","1","5"
1475,"1","2018","1","5"
12096,"7","2018","1","5"
7570,"8","2017","1","5"
14839,"9","2017","1","5"
24129,"1","2014","1","5"
7581,"8","2017","1","5"
31412,"11","2018","1","5"
7590,"8","2017","1","5"
7592,"7","2017","1","5"
14835,"9","2017","1","5"
14832,"9","2017","1","5"
31421,"8","2018","1","5"
24130,"11","2013","1","5"
32609,"9","2018","1","5"
19824,"2","2019","1","5"
12085,"7","2018","1","5"
3737,"10","2017","1","5"
41624,"10","2019","1","5"
24443,"6","2018","1","5"
7623,"7","2017","1","5"
19805,"1","2018","1","5"
1477,"1","2018","1","5"
3751,"10","2017","1","5"
19801,"12","2018","1","5"
7640,"7","2017","1","5"
22999,"3","2017","1","5"
32610,"9","2018","1","5"
38701,"2","2017","1","5"
13445,"3","2018","1","5"
7667,"7","2017","1","5"
14799,"9","2017","1","5"
14797,"9","2017","1","5"
33297,"10","2018","1","5"
994,"11","2018","1","5"
14796,"9","2017","1","5"
13017,"4","2018","1","5"
7674,"6","2017","1","5"
27715,"11","2016","1","5"
7681,"6","2017","1","5"
31467,"8","2018","1","5"
35893,"11","2018","1","5"
22985,"3","2017","1","5"
7732,"6","2017","1","5"
27723,"4","2016","1","5"
19750,"3","2018","1","5"
1484,"1","2018","1","5"
7759,"5","2017","1","5"
19746,"3","2018","1","5"
7761,"5","2017","1","5"
31490,"8","2018","1","5"
38691,"3","2017","1","5"
2514,"6","2018","1","5"
31496,"8","2018","1","5"
25492,"6","2017","1","5"
26819,"7","2018","1","5"
35867,"11","2018","1","5"
35862,"11","2018","1","5"
19714,"10","2018","1","5"
23270,"8","2018","1","5"
13015,"10","2018","1","5"
38689,"3","2017","1","5"
20975,"8","2018","1","5"
27740,"10","2018","1","5"
21785,"7","2016","1","5"
14708,"10","2017","1","5"
35854,"2","2019","1","5"
21782,"7","2016","1","5"
14704,"10","2017","1","5"
35852,"6","2019","1","5"
21771,"10","2016","1","5"
9749,"8","2017","1","5"
27746,"1","2019","1","5"
24559,"5","2018","1","5"
20971,"8","2018","1","5"
33308,"3","2019","1","5"
14691,"10","2017","1","5"
7822,"4","2017","1","5"
13442,"3","2018","1","5"
19674,"5","2018","1","5"
7857,"4","2017","1","5"
14681,"10","2017","1","5"
14678,"10","2017","1","5"
14667,"10","2017","1","5"
31555,"8","2018","1","5"
14660,"10","2017","1","5"
19656,"5","2018","1","5"
14657,"10","2017","1","5"
41264,"1","2019","1","5"
14656,"10","2017","1","5"
26426,"6","2015","1","5"
13643,"2","2018","1","5"
22972,"4","2017","1","5"
14637,"10","2017","1","5"
19633,"5","2018","1","5"
31580,"8","2018","1","5"
19625,"4","2019","1","5"
14612,"10","2017","1","5"
27776,"10","2019","1","5"
19613,"6","2018","1","5"
13433,"3","2018","1","5"
31588,"8","2018","1","5"
8490,"1","2016","1","5"
991,"5","2018","1","5"
24549,"5","2018","1","5"
13432,"3","2018","1","5"
14596,"10","2017","1","5"
2552,"6","2018","1","5"
2554,"6","2018","1","5"
399,"8","2018","1","5"
19594,"2","2019","1","5"
3812,"10","2017","1","5"
35240,"1","2019","1","5"
22965,"4","2017","1","5"
21747,"12","2016","1","5"
24793,"3","2018","1","5"
7882,"3","2017","1","5"
7892,"3","2017","1","5"
19587,"6","2018","1","5"
7908,"3","2017","1","5"
31618,"8","2018","1","5"
26826,"6","2018","1","5"
14556,"10","2017","1","5"
7910,"3","2017","1","5"
14551,"10","2017","1","5"
40438,"12","2018","1","5"
14549,"10","2017","1","5"
33325,"9","2018","1","5"
19560,"6","2018","1","5"
33328,"10","2018","1","5"
19550,"7","2018","1","5"
38655,"6","2017","1","5"
7914,"3","2017","1","5"
19538,"7","2018","1","5"
35807,"10","2018","1","5"
19522,"11","2018","1","5"
26451,"5","2015","1","5"
13750,"2","2018","1","5"
31650,"8","2018","1","5"
14515,"10","2017","1","5"
32628,"9","2018","1","5"
14510,"10","2017","1","5"
14509,"10","2017","1","5"
2570,"6","2018","1","5"
14508,"10","2017","1","5"
31661,"8","2018","1","5"
40431,"12","2018","1","5"
31665,"8","2018","1","5"
14500,"10","2017","1","5"
21713,"3","2017","1","5"
26827,"6","2018","1","5"
21712,"3","2017","1","5"
19481,"8","2018","1","5"
25504,"6","2017","1","5"
3820,"10","2017","1","5"
732,"6","2018","1","5"
14471,"11","2017","1","5"
2583,"5","2018","1","5"
14468,"11","2017","1","5"
19448,"4","2014","1","5"
7972,"2","2017","1","5"
7989,"1","2017","1","5"
9775,"8","2017","1","5"
26461,"4","2015","1","5"
2584,"5","2018","1","5"
31699,"3","2019","1","5"
23545,"4","2018","1","5"
38631,"6","2017","1","5"
38630,"6","2017","1","5"
21706,"3","2017","1","5"
14447,"11","2017","1","5"
38629,"6","2017","1","5"
40420,"12","2018","1","5"
14438,"11","2017","1","5"
19434,"8","2014","1","5"
8000,"1","2017","1","5"
3829,"10","2017","1","5"
14429,"11","2017","1","5"
19429,"8","2014","1","5"
2592,"5","2018","1","5"
14424,"11","2017","1","5"
8004,"1","2017","1","5"
8007,"1","2017","1","5"
8009,"1","2017","1","5"
9780,"8","2017","1","5"
19424,"10","2014","1","5"
3846,"10","2017","1","5"
1173,"4","2018","1","5"
41523,"1","2019","1","5"
3847,"10","2017","1","5"
14392,"9","2018","1","5"
14390,"11","2017","1","5"
25506,"6","2017","1","5"
31742,"9","2018","1","5"
33339,"9","2018","1","5"
24309,"9","2018","1","5"
33341,"4","2019","1","5"
3853,"9","2017","1","5"
35743,"10","2018","1","5"
23901,"5","2017","1","5"
35738,"10","2018","1","5"
763,"6","2018","1","5"
3859,"9","2017","1","5"
33345,"9","2018","1","5"
27856,"6","2018","1","5"
3860,"9","2017","1","5"
2614,"9","2018","1","5"
14336,"11","2017","1","5"
33346,"9","2018","1","5"
38599,"7","2017","1","5"
12016,"7","2018","1","5"
8083,"12","2016","1","5"
14319,"11","2017","1","5"
14316,"11","2017","1","5"
26832,"6","2018","1","5"
31780,"11","2018","1","5"
31783,"8","2018","1","5"
8990,"6","2018","1","5"
24311,"7","2018","1","5"
8991,"6","2018","1","5"
3869,"9","2017","1","5"
14300,"11","2017","1","5"
38593,"7","2017","1","5"
14293,"11","2017","1","5"
8101,"11","2016","1","5"
3870,"9","2017","1","5"
27874,"6","2018","1","5"
35715,"10","2018","1","5"
14275,"11","2017","1","5"
14271,"11","2017","1","5"
3883,"9","2017","1","5"
14267,"11","2017","1","5"
8994,"6","2018","1","5"
14256,"11","2017","1","5"
14250,"12","2017","1","5"
3887,"9","2017","1","5"
33357,"10","2018","1","5"
35709,"1","2019","1","5"
35705,"10","2018","1","5"
9789,"8","2017","1","5"
35703,"10","2018","1","5"
25516,"5","2017","1","5"
2638,"5","2018","1","5"
33361,"3","2019","1","5"
31834,"10","2018","1","5"
14231,"12","2017","1","5"
8995,"6","2018","1","5"
22945,"4","2017","1","5"
14221,"12","2017","1","5"
27891,"6","2018","1","5"
2649,"5","2018","1","5"
3003,"9","2018","1","5"
13706,"2","2018","1","5"
8151,"9","2016","1","5"
27895,"5","2018","1","5"
14208,"12","2017","1","5"
38574,"2","2018","1","5"
2652,"5","2018","1","5"
20948,"7","2014","1","5"
8170,"9","2016","1","5"
8172,"9","2016","1","5"
38572,"2","2018","1","5"
14186,"12","2017","1","5"
31861,"9","2018","1","5"
34846,"10","2018","1","5"
35678,"10","2018","1","5"
14179,"12","2017","1","5"
21689,"5","2017","1","5"
1505,"1","2018","1","5"
978,"5","2018","1","5"
3898,"9","2017","1","5"
31873,"5","2019","1","5"
20945,"8","2014","1","5"
31876,"9","2018","1","5"
14152,"12","2017","1","5"
14147,"12","2017","1","5"
22932,"5","2017","1","5"
19316,"2","2016","1","5"
3908,"9","2017","1","5"
27912,"5","2018","1","5"
14131,"12","2017","1","5"
14130,"12","2017","1","5"
13423,"3","2018","1","5"
14126,"12","2017","1","5"
41500,"3","2019","1","5"
26674,"2","2014","1","5"
32645,"9","2018","1","5"
23202,"11","2015","1","5"
8212,"8","2016","1","5"
31896,"9","2018","1","5"
3924,"9","2017","1","5"
35663,"10","2018","1","5"
35660,"10","2018","1","5"
14113,"12","2017","1","5"
21678,"5","2017","1","5"
8217,"8","2016","1","5"
20942,"11","2014","1","5"
2660,"10","2018","1","5"
3926,"9","2017","1","5"
31910,"9","2018","1","5"
14103,"12","2017","1","5"
26501,"2","2015","1","5"
23914,"5","2017","1","5"
25246,"9","2017","1","5"
19299,"3","2016","1","5"
31923,"9","2018","1","5"
8239,"8","2016","1","5"
35652,"1","2019","1","5"
35398,"10","2018","1","5"
31927,"9","2018","1","5"
1515,"1","2018","1","5"
8272,"7","2016","1","5"
14081,"12","2017","1","5"
31938,"9","2018","1","5"
3938,"9","2017","1","5"
40366,"12","2018","1","5"
8291,"6","2016","1","5"
9816,"7","2017","1","5"
8295,"6","2016","1","5"
31949,"9","2018","1","5"
11974,"7","2018","1","5"
14062,"12","2017","1","5"
884,"5","2018","1","5"
8297,"6","2016","1","5"
14058,"12","2017","1","5"
35620,"10","2018","1","5"
23257,"8","2018","1","5"
14052,"12","2017","1","5"
2856,"4","2018","1","5"
20936,"4","2015","1","5"
12981,"4","2018","1","5"
22924,"5","2017","1","5"
45954,"3","2019","1","5"
51213,"5","2019","1","5"
51217,"5","2019","1","5"
51243,"5","2019","1","5"
51273,"5","2019","1","5"
51293,"5","2019","1","5"
51294,"6","2019","1","5"
50322,"5","2019","1","5"
51310,"5","2019","1","5"
50311,"5","2019","1","5"
50310,"5","2019","1","5"
50299,"5","2019","1","5"
50294,"5","2019","1","5"
51370,"5","2019","1","5"
51378,"5","2019","1","5"
51379,"5","2019","1","5"
50275,"7","2019","1","5"
51388,"5","2019","1","5"
50270,"11","2019","1","5"
50268,"5","2019","1","5"
51401,"5","2019","1","5"
50264,"7","2019","1","5"
51434,"5","2019","1","5"
51438,"5","2019","1","5"
51455,"5","2019","1","5"
51468,"11","2019","1","5"
51470,"5","2019","1","5"
50229,"5","2019","1","5"
50224,"5","2019","1","5"
51492,"9","2019","1","5"
50217,"5","2019","1","5"
51530,"5","2019","1","5"
51545,"8","2019","1","5"
51554,"5","2019","1","5"
51559,"5","2019","1","5"
51566,"5","2019","1","5"
51567,"5","2019","1","5"
51568,"5","2019","1","5"
51578,"5","2019","1","5"
50169,"5","2019","1","5"
50165,"5","2019","1","5"
51613,"8","2019","1","5"
51625,"5","2019","1","5"
51626,"5","2019","1","5"
51630,"5","2019","1","5"
51641,"5","2019","1","5"
51643,"12","2019","1","5"
51650,"5","2019","1","5"
51673,"5","2019","1","5"
50124,"5","2019","1","5"
50112,"5","2019","1","5"
51757,"5","2019","1","5"
51758,"5","2019","1","5"
50099,"5","2019","1","5"
50098,"5","2019","1","5"
50091,"5","2019","1","5"
51805,"5","2019","1","5"
50080,"5","2019","1","5"
51824,"5","2019","1","5"
50074,"5","2019","1","5"
51832,"5","2019","1","5"
50068,"8","2019","1","5"
41929,"1","2019","1","5"
51871,"5","2019","1","5"
51887,"5","2019","1","5"
51901,"5","2019","1","5"
51913,"6","2019","1","5"
51915,"5","2019","1","5"
51916,"6","2019","1","5"
50035,"10","2019","1","5"
51925,"5","2019","1","5"
50034,"5","2019","1","5"
69399,"12","2019","1","5"
50025,"5","2019","1","5"
51963,"5","2019","1","5"
50021,"9","2019","1","5"
50011,"5","2019","1","5"
51977,"5","2019","1","5"
51991,"5","2019","1","5"
50006,"5","2019","1","5"
51994,"6","2019","1","5"
51999,"5","2019","1","5"
52020,"5","2019","1","5"
52037,"5","2019","1","5"
52045,"5","2019","1","5"
49974,"5","2019","1","5"
52063,"10","2019","1","5"
52068,"5","2019","1","5"
52069,"7","2019","1","5"
49968,"5","2019","1","5"
49964,"5","2019","1","5"
49953,"5","2019","1","5"
49942,"5","2019","1","5"
52117,"5","2019","1","5"
52118,"6","2019","1","5"
49934,"5","2019","1","5"
52134,"5","2019","1","5"
49927,"5","2019","1","5"
52140,"5","2019","1","5"
52151,"5","2019","1","5"
52190,"5","2019","1","5"
52192,"5","2019","1","5"
52222,"6","2019","1","5"
52234,"6","2019","1","5"
49890,"5","2019","1","5"
52260,"6","2019","1","5"
52271,"6","2019","1","5"
49870,"5","2019","1","5"
49859,"5","2019","1","5"
52308,"6","2019","1","5"
52318,"6","2019","1","5"
52324,"6","2019","1","5"
52343,"9","2019","1","5"
52359,"6","2019","1","5"
52365,"7","2019","1","5"
52395,"6","2019","1","5"
52398,"6","2019","1","5"
49808,"5","2019","1","5"
49807,"5","2019","1","5"
52414,"6","2019","1","5"
49798,"5","2019","1","5"
52428,"6","2019","1","5"
52444,"6","2019","1","5"
49787,"7","2019","1","5"
52452,"6","2019","1","5"
52466,"6","2019","1","5"
52481,"6","2019","1","5"
52487,"6","2019","1","5"
49765,"5","2019","1","5"
52494,"6","2019","1","5"
52502,"6","2019","1","5"
52509,"11","2019","1","5"
52523,"6","2019","1","5"
52526,"6","2019","1","5"
52530,"6","2019","1","5"
52548,"6","2019","1","5"
52574,"6","2019","1","5"
49720,"5","2019","1","5"
52605,"11","2019","1","5"
52606,"7","2019","1","5"
52633,"6","2019","1","5"
52635,"6","2019","1","5"
52644,"8","2019","1","5"
52650,"6","2019","1","5"
52660,"6","2019","1","5"
52681,"6","2019","1","5"
52683,"6","2019","1","5"
52688,"6","2019","1","5"
52691,"6","2019","1","5"
52694,"6","2019","1","5"
52704,"6","2019","1","5"
49677,"4","2019","1","5"
49673,"5","2019","1","5"
52735,"6","2019","1","5"
52743,"6","2019","1","5"
52746,"6","2019","1","5"
49659,"4","2019","1","5"
49656,"4","2019","1","5"
49651,"4","2019","1","5"
52778,"6","2019","1","5"
52782,"6","2019","1","5"
49649,"4","2019","1","5"
49639,"6","2019","1","5"
52811,"6","2019","1","5"
49625,"4","2019","1","5"
52817,"6","2019","1","5"
52833,"6","2019","1","5"
52839,"6","2019","1","5"
52849,"6","2019","1","5"
52868,"6","2019","1","5"
49586,"4","2019","1","5"
52901,"6","2019","1","5"
49568,"4","2019","1","5"
52917,"6","2019","1","5"
49558,"4","2019","1","5"
49557,"4","2019","1","5"
52923,"6","2019","1","5"
52960,"9","2019","1","5"
52966,"6","2019","1","5"
53042,"6","2019","1","5"
53044,"6","2019","1","5"
69440,"12","2019","1","5"
53070,"11","2019","1","5"
53078,"6","2019","1","5"
53086,"6","2019","1","5"
53094,"11","2019","1","5"
53095,"6","2019","1","5"
49476,"4","2019","1","5"
49473,"4","2019","1","5"
53124,"6","2019","1","5"
53127,"6","2019","1","5"
49467,"8","2019","1","5"
53144,"9","2019","1","5"
69447,"12","2019","1","5"
53189,"6","2019","1","5"
53195,"6","2019","1","5"
53201,"6","2019","1","5"
53233,"6","2019","1","5"
53258,"6","2019","1","5"
49407,"7","2019","1","5"
49405,"4","2019","1","5"
53286,"6","2019","1","5"
49387,"4","2019","1","5"
53316,"7","2019","1","5"
53321,"6","2019","1","5"
53333,"12","2019","1","5"
49366,"4","2019","1","5"
49360,"4","2019","1","5"
53392,"6","2019","1","5"
49348,"4","2019","1","5"
53408,"6","2019","1","5"
49340,"4","2019","1","5"
49335,"4","2019","1","5"
53422,"6","2019","1","5"
53424,"6","2019","1","5"
53437,"11","2019","1","5"
53468,"6","2019","1","5"
49313,"5","2019","1","5"
49301,"4","2019","1","5"
53501,"6","2019","1","5"
53521,"8","2019","1","5"
53538,"6","2019","1","5"
49282,"4","2019","1","5"
53543,"6","2019","1","5"
49279,"4","2019","1","5"
53556,"6","2019","1","5"
53572,"6","2019","1","5"
53590,"6","2019","1","5"
53599,"6","2019","1","5"
49257,"4","2019","1","5"
53612,"6","2019","1","5"
53628,"6","2019","1","5"
53635,"7","2019","1","5"
49239,"4","2019","1","5"
53659,"6","2019","1","5"
53670,"6","2019","1","5"
53688,"6","2019","1","5"
53699,"6","2019","1","5"
49210,"4","2019","1","5"
53736,"6","2019","1","5"
53748,"6","2019","1","5"
53752,"6","2019","1","5"
53769,"8","2019","1","5"
49188,"12","2019","1","5"
53807,"11","2019","1","5"
53812,"6","2019","1","5"
49165,"4","2019","1","5"
49160,"8","2019","1","5"
53838,"6","2019","1","5"
53857,"8","2019","1","5"
53860,"6","2019","1","5"
53880,"6","2019","1","5"
53903,"6","2019","1","5"
53910,"8","2019","1","5"
53914,"6","2019","1","5"
53918,"6","2019","1","5"
53928,"6","2019","1","5"
53941,"6","2019","1","5"
53942,"9","2019","1","5"
53951,"6","2019","1","5"
53962,"6","2019","1","5"
53965,"6","2019","1","5"
53966,"6","2019","1","5"
53974,"6","2019","1","5"
53976,"6","2019","1","5"
49090,"4","2019","1","5"
53994,"6","2019","1","5"
49087,"4","2019","1","5"
54000,"6","2019","1","5"
54002,"6","2019","1","5"
54010,"6","2019","1","5"
49068,"5","2019","1","5"
49064,"4","2019","1","5"
54041,"6","2019","1","5"
54068,"6","2019","1","5"
49049,"4","2019","1","5"
49046,"4","2019","1","5"
69475,"12","2019","1","5"
54104,"6","2019","1","5"
49019,"4","2019","1","5"
54150,"6","2019","1","5"
54169,"6","2019","1","5"
54170,"6","2019","1","5"
49003,"8","2019","1","5"
48999,"4","2019","1","5"
48983,"4","2019","1","5"
54233,"6","2019","1","5"
48968,"4","2019","1","5"
54240,"6","2019","1","5"
54260,"6","2019","1","5"
54263,"6","2019","1","5"
48954,"4","2019","1","5"
54303,"6","2019","1","5"
54308,"6","2019","1","5"
54313,"6","2019","1","5"
54315,"6","2019","1","5"
54318,"6","2019","1","5"
48921,"4","2019","1","5"
54368,"6","2019","1","5"
48896,"9","2019","1","5"
54394,"7","2019","1","5"
48891,"4","2019","1","5"
54410,"11","2019","1","5"
48884,"4","2019","1","5"
54440,"6","2019","1","5"
69485,"12","2019","1","5"
54479,"6","2019","1","5"
54489,"6","2019","1","5"
48834,"4","2019","1","5"
54513,"6","2019","1","5"
48833,"4","2019","1","5"
54536,"6","2019","1","5"
54564,"10","2019","1","5"
54583,"7","2019","1","5"
