"article","month","year","countries","authors"
13936,"1","2018","2","5"
15892,"1","2017","2","5"
7782,"5","2017","2","5"
15894,"1","2017","2","5"
14850,"9","2017","2","5"
11268,"7","2017","2","5"
38801,"5","2016","2","5"
7798,"5","2017","2","5"
21980,"7","2018","2","5"
14852,"9","2017","2","5"
18242,"4","2016","2","5"
482,"7","2018","2","5"
5186,"4","2016","2","5"
7815,"4","2017","2","5"
5188,"4","2016","2","5"
4536,"3","2017","2","5"
32030,"9","2018","2","5"
545,"7","2018","2","5"
27621,"3","2018","2","5"
13929,"1","2018","2","5"
15911,"1","2017","2","5"
38365,"12","2018","2","5"
30579,"11","2017","2","5"
14859,"9","2017","2","5"
28650,"6","2017","2","5"
37408,"11","2018","2","5"
33030,"12","2018","2","5"
30576,"11","2017","2","5"
37407,"11","2018","2","5"
7818,"4","2017","2","5"
13010,"4","2018","2","5"
19984,"1","2017","2","5"
2555,"6","2018","2","5"
20488,"7","2018","2","5"
4014,"8","2017","2","5"
3626,"11","2017","2","5"
41667,"1","2019","2","5"
37377,"11","2018","2","5"
20483,"8","2018","2","5"
33031,"9","2018","2","5"
18213,"1","2017","2","5"
33922,"10","2018","2","5"
40452,"12","2018","2","5"
19965,"3","2017","2","5"
35832,"11","2018","2","5"
38810,"11","2013","2","5"
35828,"11","2018","2","5"
3612,"11","2017","2","5"
27634,"12","2017","2","5"
33034,"9","2018","2","5"
18185,"4","2017","2","5"
13916,"1","2018","2","5"
7890,"3","2017","2","5"
28701,"10","2016","2","5"
18176,"6","2017","2","5"
27076,"2","2018","2","5"
19947,"5","2017","2","5"
15948,"1","2017","2","5"
14285,"11","2017","2","5"
5278,"3","2016","2","5"
22010,"7","2018","2","5"
7904,"3","2017","2","5"
38832,"12","2018","2","5"
11187,"10","2017","2","5"
15955,"1","2017","2","5"
7906,"3","2017","2","5"
19936,"6","2017","2","5"
35820,"11","2018","2","5"
20482,"8","2018","2","5"
754,"6","2018","2","5"
18164,"6","2017","2","5"
28716,"3","2016","2","5"
7930,"2","2017","2","5"
32195,"9","2018","2","5"
18140,"7","2017","2","5"
37986,"12","2018","2","5"
13246,"3","2018","2","5"
3997,"8","2017","2","5"
35805,"12","2018","2","5"
28733,"8","2018","2","5"
3585,"12","2017","2","5"
13049,"4","2018","2","5"
38284,"12","2018","2","5"
24477,"8","2018","2","5"
7944,"2","2017","2","5"
35795,"10","2018","2","5"
27645,"10","2017","2","5"
14276,"11","2017","2","5"
22042,"7","2018","2","5"
26193,"2","2016","2","5"
5291,"2","2016","2","5"
30515,"12","2017","2","5"
7981,"1","2017","2","5"
13905,"10","2019","2","5"
28757,"7","2019","2","5"
3583,"12","2017","2","5"
13671,"2","2018","2","5"
11145,"11","2017","2","5"
7996,"1","2017","2","5"
14892,"9","2017","2","5"
18094,"11","2017","2","5"
8008,"1","2017","2","5"
33972,"11","2018","2","5"
33973,"2","2019","2","5"
32710,"9","2018","2","5"
11137,"12","2017","2","5"
15997,"12","2016","2","5"
32190,"9","2018","2","5"
987,"5","2018","2","5"
35757,"10","2018","2","5"
11132,"11","2018","2","5"
2480,"6","2018","2","5"
16003,"12","2016","2","5"
1170,"4","2018","2","5"
3567,"12","2017","2","5"
37320,"11","2018","2","5"
16007,"12","2016","2","5"
19908,"8","2017","2","5"
28775,"6","2018","2","5"
40506,"12","2018","2","5"
26178,"3","2016","2","5"
11123,"12","2017","2","5"
28783,"6","2018","2","5"
27655,"9","2017","2","5"
33985,"10","2018","2","5"
13893,"10","2018","2","5"
21196,"5","2018","2","5"
8084,"12","2016","2","5"
18046,"9","2018","2","5"
18045,"2","2018","2","5"
37303,"11","2018","2","5"
2444,"6","2018","2","5"
26157,"3","2016","2","5"
8137,"10","2016","2","5"
30486,"1","2018","2","5"
5331,"1","2016","2","5"
5334,"1","2016","2","5"
32182,"9","2018","2","5"
16029,"12","2016","2","5"
2422,"6","2018","2","5"
11104,"1","2018","2","5"
14273,"11","2017","2","5"
22102,"6","2018","2","5"
33059,"12","2018","2","5"
12409,"6","2018","2","5"
28839,"2","2018","2","5"
22106,"6","2018","2","5"
31735,"8","2018","2","5"
28846,"2","2018","2","5"
35696,"10","2019","2","5"
1057,"5","2018","2","5"
4236,"6","2017","2","5"
8154,"9","2016","2","5"
16044,"11","2016","2","5"
37294,"11","2018","2","5"
5337,"1","2016","2","5"
16047,"4","2019","2","5"
16048,"11","2016","2","5"
23484,"5","2018","2","5"
16050,"11","2016","2","5"
21198,"5","2018","2","5"
13869,"1","2018","2","5"
2415,"6","2018","2","5"
32151,"9","2018","2","5"
11081,"1","2018","2","5"
40550,"12","2018","2","5"
24647,"4","2018","2","5"
5358,"12","2015","2","5"
1086,"4","2018","2","5"
32147,"6","2019","2","5"
41379,"1","2019","2","5"
11056,"2","2018","2","5"
25281,"9","2017","2","5"
28877,"11","2017","2","5"
37276,"11","2018","2","5"
37269,"11","2018","2","5"
5371,"11","2015","2","5"
22120,"6","2018","2","5"
21210,"5","2018","2","5"
33072,"1","2019","2","5"
13729,"2","2018","2","5"
34041,"10","2019","2","5"
33073,"9","2018","2","5"
17957,"4","2018","2","5"
30448,"2","2018","2","5"
24343,"1","2019","2","5"
34057,"10","2018","2","5"
855,"5","2018","2","5"
5384,"11","2015","2","5"
13732,"2","2018","2","5"
26131,"4","2016","2","5"
33079,"2","2019","2","5"
40556,"12","2018","2","5"
8218,"8","2016","2","5"
16085,"11","2016","2","5"
64651,"10","2019","2","5"
67481,"11","2019","2","5"
66752,"11","2019","2","5"
66757,"11","2019","2","5"
48428,"4","2019","2","5"
60371,"9","2019","2","5"
48852,"4","2019","2","5"
55366,"7","2019","2","5"
55364,"7","2019","2","5"
42824,"1","2019","2","5"
48849,"4","2019","2","5"
43126,"2","2019","2","5"
48844,"4","2019","2","5"
43115,"2","2019","2","5"
66796,"11","2019","2","5"
66802,"11","2019","2","5"
62964,"10","2019","2","5"
67445,"11","2019","2","5"
43099,"2","2019","2","5"
55307,"7","2019","2","5"
54508,"6","2019","2","5"
66836,"11","2019","2","5"
55290,"7","2019","2","5"
54520,"6","2019","2","5"
48828,"7","2019","2","5"
43093,"2","2019","2","5"
48489,"4","2019","2","5"
48491,"4","2019","2","5"
66854,"11","2019","2","5"
66857,"11","2019","2","5"
55252,"7","2019","2","5"
66879,"11","2019","2","5"
55230,"7","2019","2","5"
54553,"7","2019","2","5"
54558,"7","2019","2","5"
48515,"4","2019","2","5"
66918,"11","2019","2","5"
54565,"8","2019","2","5"
66921,"11","2019","2","5"
55186,"7","2019","2","5"
43068,"2","2019","2","5"
51242,"8","2019","2","5"
51241,"12","2019","2","5"
43048,"2","2019","2","5"
55158,"9","2019","2","5"
55154,"7","2019","2","5"
54587,"7","2019","2","5"
48556,"7","2019","2","5"
69505,"12","2019","2","5"
67353,"11","2019","2","5"
48562,"4","2019","2","5"
42864,"1","2019","2","5"
55094,"7","2019","2","5"
60357,"9","2019","2","5"
55093,"7","2019","2","5"
42865,"6","2019","2","5"
48569,"4","2019","2","5"
55082,"7","2019","2","5"
55070,"7","2019","2","5"
55030,"7","2019","2","5"
67313,"11","2019","2","5"
67041,"11","2019","2","5"
54654,"7","2019","2","5"
48599,"4","2019","2","5"
45784,"3","2019","2","5"
67054,"11","2019","2","5"
60353,"9","2019","2","5"
48611,"4","2019","2","5"
54978,"7","2019","2","5"
42896,"1","2019","2","5"
42903,"1","2019","2","5"
48621,"4","2019","2","5"
69880,"12","2019","2","5"
67069,"12","2019","2","5"
54692,"7","2019","2","5"
51549,"10","2019","2","5"
54701,"7","2019","2","5"
42981,"2","2019","2","5"
46056,"3","2019","2","5"
54899,"7","2019","2","5"
69883,"12","2019","2","5"
48651,"4","2019","2","5"
67132,"11","2019","2","5"
67134,"11","2019","2","5"
54887,"7","2019","2","5"
67260,"11","2019","2","5"
44776,"2","2019","2","5"
42961,"1","2019","2","5"
54730,"9","2019","2","5"
67152,"11","2019","2","5"
42960,"1","2019","2","5"
42956,"1","2019","2","5"
54859,"7","2019","2","5"
48674,"10","2019","2","5"
51538,"5","2019","2","5"
67234,"11","2019","2","5"
48676,"4","2019","2","5"
67176,"11","2019","2","5"
54753,"7","2019","2","5"
60336,"9","2019","2","5"
42947,"1","2019","2","5"
67225,"11","2019","2","5"
67185,"11","2019","2","5"
54831,"7","2019","2","5"
54764,"7","2019","2","5"
48694,"6","2019","2","5"
54768,"9","2019","2","5"
54770,"8","2019","2","5"
69496,"12","2019","2","5"
67217,"11","2019","2","5"
50944,"5","2019","2","5"
48713,"4","2019","2","5"
62352,"10","2019","2","5"
62990,"11","2019","2","5"
60320,"9","2019","2","5"
60319,"9","2019","2","5"
60300,"10","2019","2","5"
45081,"3","2019","2","5"
61256,"9","2019","2","5"
41825,"9","2019","2","5"
60283,"9","2019","2","5"
44758,"2","2019","2","5"
60277,"9","2019","2","5"
49984,"5","2019","2","5"
61298,"9","2019","2","5"
60211,"9","2019","2","5"
60871,"9","2019","2","5"
60210,"9","2019","2","5"
61306,"9","2019","2","5"
60204,"9","2019","2","5"
60203,"9","2019","2","5"
61310,"9","2019","2","5"
46112,"3","2019","2","5"
62313,"10","2019","2","5"
60191,"9","2019","2","5"
63088,"10","2019","2","5"
52035,"5","2019","2","5"
62304,"10","2019","2","5"
63095,"10","2019","2","5"
46125,"3","2019","2","5"
61335,"9","2019","2","5"
60155,"9","2019","2","5"
44711,"2","2019","2","5"
44977,"2","2019","2","5"
60133,"9","2019","2","5"
69267,"12","2019","2","5"
60119,"9","2019","2","5"
44697,"11","2019","2","5"
45789,"3","2019","2","5"
62274,"10","2019","2","5"
46156,"3","2019","2","5"
62271,"10","2019","2","5"
61367,"9","2019","2","5"
49992,"5","2019","2","5"
44686,"2","2019","2","5"
45125,"8","2019","2","5"
62263,"10","2019","2","5"
60065,"9","2019","2","5"
63181,"10","2019","2","5"
63197,"12","2019","2","5"
60022,"12","2019","2","5"
60021,"9","2019","2","5"
60015,"9","2019","2","5"
60008,"9","2019","2","5"
60005,"9","2019","2","5"
46189,"3","2019","2","5"
46191,"3","2019","2","5"
59994,"9","2019","2","5"
59992,"9","2019","2","5"
44667,"3","2019","2","5"
61420,"9","2019","2","5"
45517,"3","2019","2","5"
63245,"10","2019","2","5"
45140,"3","2019","2","5"
59971,"9","2019","2","5"
60865,"9","2019","2","5"
61435,"9","2019","2","5"
44660,"5","2019","2","5"
59957,"9","2019","2","5"
63272,"10","2019","2","5"
49998,"5","2019","2","5"
46226,"3","2019","2","5"
63294,"10","2019","2","5"
63303,"10","2019","2","5"
61454,"9","2019","2","5"
63324,"11","2019","2","5"
61461,"9","2019","2","5"
52142,"5","2019","2","5"
44634,"2","2019","2","5"
59881,"9","2019","2","5"
59880,"9","2019","2","5"
59876,"9","2019","2","5"
69648,"12","2019","2","5"
63340,"10","2019","2","5"
60859,"9","2019","2","5"
63352,"10","2019","2","5"
63353,"10","2019","2","5"
52146,"5","2019","2","5"
61492,"9","2019","2","5"
63356,"10","2019","2","5"
63357,"10","2019","2","5"
63360,"10","2019","2","5"
45485,"3","2019","2","5"
61502,"9","2019","2","5"
62597,"10","2019","2","5"
45481,"3","2019","2","5"
63403,"10","2019","2","5"
45478,"3","2019","2","5"
44609,"9","2019","2","5"
59817,"9","2019","2","5"
61519,"9","2019","2","5"
63410,"10","2019","2","5"
63416,"11","2019","2","5"
46294,"3","2019","2","5"
61529,"9","2019","2","5"
44599,"2","2019","2","5"
44598,"5","2019","2","5"
44596,"2","2019","2","5"
69645,"12","2019","2","5"
44592,"3","2019","2","5"
63444,"10","2019","2","5"
63453,"10","2019","2","5"
62168,"10","2019","2","5"
51989,"6","2019","2","5"
61554,"9","2019","2","5"
61555,"9","2019","2","5"
59745,"9","2019","2","5"
44573,"2","2019","2","5"
61559,"9","2019","2","5"
63474,"10","2019","2","5"
59725,"9","2019","2","5"
63488,"10","2019","2","5"
62155,"9","2019","2","5"
45794,"3","2019","2","5"
59695,"12","2019","2","5"
59692,"9","2019","2","5"
45442,"3","2019","2","5"
46351,"3","2019","2","5"
63502,"10","2019","2","5"
62141,"9","2019","2","5"
45196,"3","2019","2","5"
63506,"10","2019","2","5"
69173,"12","2019","2","5"
49921,"5","2019","2","5"
62127,"9","2019","2","5"
63527,"10","2019","2","5"
41926,"1","2019","2","5"
59626,"9","2019","2","5"
63529,"10","2019","2","5"
45201,"3","2019","2","5"
63540,"10","2019","2","5"
63545,"10","2019","2","5"
46394,"4","2019","2","5"
44538,"2","2019","2","5"
45423,"3","2019","2","5"
45415,"3","2019","2","5"
44929,"2","2019","2","5"
63586,"10","2019","2","5"
46433,"3","2019","2","5"
61657,"9","2019","2","5"
44510,"2","2019","2","5"
63612,"10","2019","2","5"
59521,"9","2019","2","5"
61663,"9","2019","2","5"
63615,"10","2019","2","5"
59517,"8","2019","2","5"
59515,"8","2019","2","5"
62527,"10","2019","2","5"
46441,"9","2019","2","5"
61682,"9","2019","2","5"
62618,"10","2019","2","5"
62055,"9","2019","2","5"
69637,"12","2019","2","5"
63649,"10","2019","2","5"
63654,"10","2019","2","5"
63657,"10","2019","2","5"
44492,"6","2019","2","5"
61710,"11","2019","2","5"
62044,"9","2019","2","5"
62040,"9","2019","2","5"
61718,"9","2019","2","5"
63677,"10","2019","2","5"
45795,"3","2019","2","5"
46485,"3","2019","2","5"
44483,"2","2019","2","5"
45379,"3","2019","2","5"
61730,"9","2019","2","5"
46491,"5","2019","2","5"
63690,"10","2019","2","5"
59396,"8","2019","2","5"
63701,"10","2019","2","5"
41953,"1","2019","2","5"
59383,"8","2019","2","5"
61745,"9","2019","2","5"
63721,"10","2019","2","5"
49916,"5","2019","2","5"
44476,"2","2019","2","5"
46522,"3","2019","2","5"
63730,"12","2019","2","5"
61765,"9","2019","2","5"
61767,"9","2019","2","5"
61999,"9","2019","2","5"
59336,"11","2019","2","5"
44471,"2","2019","2","5"
41950,"1","2019","2","5"
63744,"10","2019","2","5"
45254,"3","2019","2","5"
63753,"10","2019","2","5"
59311,"8","2019","2","5"
45356,"3","2019","2","5"
69161,"12","2019","2","5"
61794,"9","2019","2","5"
45775,"3","2019","2","5"
46541,"11","2019","2","5"
45351,"3","2019","2","5"
63775,"10","2019","2","5"
61805,"9","2019","2","5"
61816,"9","2019","2","5"
62517,"10","2019","2","5"
61824,"9","2019","2","5"
51950,"5","2019","2","5"
61834,"9","2019","2","5"
44439,"6","2019","2","5"
60977,"9","2019","2","5"
52186,"5","2019","2","5"
41948,"4","2019","2","5"
63832,"10","2019","2","5"
60820,"9","2019","2","5"
44432,"2","2019","2","5"
61939,"9","2019","2","5"
61858,"9","2019","2","5"
59208,"8","2019","2","5"
59207,"11","2019","2","5"
61865,"9","2019","2","5"
49915,"5","2019","2","5"
63850,"10","2019","2","5"
63855,"10","2019","2","5"
46607,"3","2019","2","5"
63857,"10","2019","2","5"
44424,"2","2019","2","5"
59179,"9","2019","2","5"
61881,"9","2019","2","5"
61928,"9","2019","2","5"
62628,"10","2019","2","5"
44915,"2","2019","2","5"
61918,"9","2019","2","5"
46629,"3","2019","2","5"
46632,"3","2019","2","5"
63890,"11","2019","2","5"
50030,"5","2019","2","5"
59117,"8","2019","2","5"
63910,"10","2019","2","5"
60800,"9","2019","2","5"
46647,"7","2019","2","5"
60988,"9","2019","2","5"
59100,"8","2019","2","5"
52196,"5","2019","2","5"
59085,"11","2019","2","5"
59083,"8","2019","2","5"
62646,"10","2019","2","5"
59068,"8","2019","2","5"
69141,"12","2019","2","5"
44392,"2","2019","2","5"
44388,"2","2019","2","5"
60792,"9","2019","2","5"
63946,"10","2019","2","5"
44385,"2","2019","2","5"
69124,"12","2019","2","5"
69122,"12","2019","2","5"
52093,"5","2019","2","5"
44379,"2","2019","2","5"
52244,"6","2019","2","5"
50400,"5","2019","2","5"
69108,"12","2019","2","5"
63977,"10","2019","2","5"
42056,"1","2019","2","5"
69098,"12","2019","2","5"
69096,"12","2019","2","5"
69092,"12","2019","2","5"
52262,"6","2019","2","5"
58998,"8","2019","2","5"
46697,"3","2019","2","5"
49882,"5","2019","2","5"
51921,"5","2019","2","5"
46708,"4","2019","2","5"
64022,"10","2019","2","5"
69072,"12","2019","2","5"
69070,"12","2019","2","5"
69069,"12","2019","2","5"
49864,"5","2019","2","5"
51200,"5","2019","2","5"
69414,"12","2019","2","5"
58936,"8","2019","2","5"
46737,"3","2019","2","5"
50641,"5","2019","2","5"
44340,"2","2019","2","5"
64060,"10","2019","2","5"
69051,"12","2019","2","5"
64069,"10","2019","2","5"
49845,"5","2019","2","5"
44336,"2","2019","2","5"
69046,"12","2019","2","5"
52327,"6","2019","2","5"
42070,"1","2019","2","5"
58889,"9","2019","2","5"
64089,"10","2019","2","5"
58883,"8","2019","2","5"
51125,"6","2019","2","5"
69031,"12","2019","2","5"
69027,"12","2019","2","5"
69026,"12","2019","2","5"
64103,"10","2019","2","5"
46765,"3","2019","2","5"
58851,"8","2019","2","5"
58846,"8","2019","2","5"
64115,"10","2019","2","5"
69016,"12","2019","2","5"
64140,"10","2019","2","5"
52374,"6","2019","2","5"
52376,"6","2019","2","5"
44307,"2","2019","2","5"
64149,"12","2019","2","5"
46797,"7","2019","2","5"
46802,"3","2019","2","5"
42090,"1","2019","2","5"
52392,"6","2019","2","5"
46811,"3","2019","2","5"
44909,"9","2019","2","5"
46816,"3","2019","2","5"
52401,"6","2019","2","5"
52402,"6","2019","2","5"
51118,"8","2019","2","5"
58738,"8","2019","2","5"
52413,"6","2019","2","5"
52418,"6","2019","2","5"
42095,"1","2019","2","5"
51326,"5","2019","2","5"
58701,"8","2019","2","5"
68978,"12","2019","2","5"
50628,"5","2019","2","5"
49791,"5","2019","2","5"
58678,"8","2019","2","5"
58677,"8","2019","2","5"
58675,"8","2019","2","5"
64231,"10","2019","2","5"
64243,"10","2019","2","5"
58657,"9","2019","2","5"
50409,"5","2019","2","5"
52453,"6","2019","2","5"
44279,"2","2019","2","5"
52461,"7","2019","2","5"
64257,"10","2019","2","5"
64259,"10","2019","2","5"
52465,"6","2019","2","5"
52467,"6","2019","2","5"
44262,"2","2019","2","5"
68957,"12","2019","2","5"
58607,"8","2019","2","5"
64283,"10","2019","2","5"
52480,"6","2019","2","5"
64292,"10","2019","2","5"
68945,"12","2019","2","5"
64293,"11","2019","2","5"
46911,"12","2019","2","5"
49761,"5","2019","2","5"
42110,"1","2019","2","5"
50050,"5","2019","2","5"
61011,"9","2019","2","5"
52503,"6","2019","2","5"
46924,"3","2019","2","5"
46928,"3","2019","2","5"
50673,"5","2019","2","5"
58553,"8","2019","2","5"
44246,"2","2019","2","5"
58540,"8","2019","2","5"
49748,"5","2019","2","5"
52529,"6","2019","2","5"
64325,"10","2019","2","5"
46956,"3","2019","2","5"
49743,"5","2019","2","5"
52540,"6","2019","2","5"
44234,"2","2019","2","5"
58511,"8","2019","2","5"
58501,"8","2019","2","5"
68899,"12","2019","2","5"
50622,"11","2019","2","5"
68888,"12","2019","2","5"
41723,"1","2019","2","5"
58475,"8","2019","2","5"
64353,"10","2019","2","5"
44902,"4","2019","2","5"
69420,"12","2019","2","5"
46980,"3","2019","2","5"
51869,"5","2019","2","5"
52578,"6","2019","2","5"
50682,"5","2019","2","5"
50296,"5","2019","2","5"
64368,"10","2019","2","5"
46996,"3","2019","2","5"
64376,"10","2019","2","5"
44217,"2","2019","2","5"
64380,"10","2019","2","5"
64381,"12","2019","2","5"
45834,"3","2019","2","5"
52601,"6","2019","2","5"
44209,"3","2019","2","5"
49704,"5","2019","2","5"
64398,"10","2019","2","5"
64400,"10","2019","2","5"
49701,"5","2019","2","5"
52620,"6","2019","2","5"
58402,"8","2019","2","5"
47027,"3","2019","2","5"
64422,"10","2019","2","5"
64423,"10","2019","2","5"
47030,"8","2019","2","5"
60737,"9","2019","2","5"
58372,"8","2019","2","5"
64426,"10","2019","2","5"
51083,"5","2019","2","5"
42149,"1","2019","2","5"
52643,"6","2019","2","5"
58359,"8","2019","2","5"
47036,"3","2019","2","5"
64442,"10","2019","2","5"
50058,"5","2019","2","5"
52654,"6","2019","2","5"
44183,"3","2019","2","5"
68815,"12","2019","2","5"
64465,"10","2019","2","5"
60729,"9","2019","2","5"
58299,"8","2019","2","5"
42163,"1","2019","2","5"
68802,"12","2019","2","5"
68801,"12","2019","2","5"
64477,"10","2019","2","5"
52686,"6","2019","2","5"
51354,"7","2019","2","5"
58279,"8","2019","2","5"
64484,"10","2019","2","5"
69425,"12","2019","2","5"
58275,"8","2019","2","5"
52080,"5","2019","2","5"
52079,"6","2019","2","5"
47085,"3","2019","2","5"
64499,"10","2019","2","5"
58256,"8","2019","2","5"
64507,"10","2019","2","5"
64509,"10","2019","2","5"
69600,"12","2019","2","5"
68782,"12","2019","2","5"
52718,"6","2019","2","5"
60709,"9","2019","2","5"
42180,"1","2019","2","5"
64527,"10","2019","2","5"
68761,"12","2019","2","5"
52740,"6","2019","2","5"
51361,"5","2019","2","5"
64540,"10","2019","2","5"
58199,"8","2019","2","5"
50702,"6","2019","2","5"
52750,"6","2019","2","5"
44144,"2","2019","2","5"
49966,"6","2019","2","5"
62724,"11","2019","2","5"
62733,"10","2019","2","5"
69429,"12","2019","2","5"
68742,"12","2019","2","5"
64560,"10","2019","2","5"
58168,"8","2019","2","5"
64577,"10","2019","2","5"
45873,"3","2019","2","5"
58150,"8","2019","2","5"
44126,"2","2019","2","5"
58140,"8","2019","2","5"
50289,"5","2019","2","5"
44113,"2","2019","2","5"
51369,"5","2019","2","5"
44112,"2","2019","2","5"
44105,"2","2019","2","5"
45004,"2","2019","2","5"
49633,"4","2019","2","5"
51838,"5","2019","2","5"
50611,"5","2019","2","5"
51836,"5","2019","2","5"
64648,"10","2019","2","5"
64649,"10","2019","2","5"
58075,"8","2019","2","5"
52830,"6","2019","2","5"
49615,"4","2019","2","5"
64656,"10","2019","2","5"
44089,"2","2019","2","5"
42209,"2","2019","2","5"
60917,"9","2019","2","5"
58038,"8","2019","2","5"
69803,"12","2019","2","5"
49603,"4","2019","2","5"
68672,"12","2019","2","5"
52859,"6","2019","2","5"
50073,"5","2019","2","5"
47175,"4","2019","2","5"
58014,"8","2019","2","5"
58011,"10","2019","2","5"
58001,"8","2019","2","5"
64702,"10","2019","2","5"
57983,"8","2019","2","5"
64716,"10","2019","2","5"
45880,"3","2019","2","5"
64768,"10","2019","2","5"
57920,"8","2019","2","5"
64775,"12","2019","2","5"
68643,"12","2019","2","5"
52906,"6","2019","2","5"
64778,"11","2019","2","5"
42226,"1","2019","2","5"
47224,"3","2019","2","5"
69811,"12","2019","2","5"
49564,"4","2019","2","5"
64802,"10","2019","2","5"
44031,"3","2019","2","5"
60920,"9","2019","2","5"
69933,"12","2019","2","5"
49553,"4","2019","2","5"
44029,"2","2019","2","5"
45018,"2","2019","2","5"
47234,"12","2019","2","5"
42242,"4","2019","2","5"
52937,"6","2019","2","5"
47238,"5","2019","2","5"
47242,"3","2019","2","5"
50601,"5","2019","2","5"
61060,"9","2019","2","5"
60656,"9","2019","2","5"
68603,"12","2019","2","5"
49542,"4","2019","2","5"
60655,"9","2019","2","5"
52964,"6","2019","2","5"
47253,"3","2019","2","5"
64832,"10","2019","2","5"
49538,"4","2019","2","5"
47256,"3","2019","2","5"
44022,"2","2019","2","5"
42256,"1","2019","2","5"
68594,"12","2019","2","5"
49535,"4","2019","2","5"
42264,"4","2019","2","5"
47266,"3","2019","2","5"
52990,"6","2019","2","5"
57799,"10","2019","2","5"
50090,"5","2019","2","5"
53000,"6","2019","2","5"
57794,"8","2019","2","5"
51800,"5","2019","2","5"
53009,"6","2019","2","5"
53013,"6","2019","2","5"
53017,"6","2019","2","5"
53018,"6","2019","2","5"
53020,"6","2019","2","5"
61067,"9","2019","2","5"
57749,"8","2019","2","5"
53024,"6","2019","2","5"
53027,"6","2019","2","5"
49509,"4","2019","2","5"
68557,"12","2019","2","5"
64891,"10","2019","2","5"
47312,"3","2019","2","5"
53055,"6","2019","2","5"
57696,"8","2019","2","5"
53061,"6","2019","2","5"
57693,"8","2019","2","5"
49491,"4","2019","2","5"
43986,"2","2019","2","5"
64924,"10","2019","2","5"
64934,"10","2019","2","5"
47330,"3","2019","2","5"
68522,"12","2019","2","5"
47337,"3","2019","2","5"
44854,"2","2019","2","5"
64949,"10","2019","2","5"
44853,"2","2019","2","5"
53087,"6","2019","2","5"
57649,"8","2019","2","5"
53096,"6","2019","2","5"
47349,"3","2019","2","5"
64962,"10","2019","2","5"
68494,"12","2019","2","5"
51788,"5","2019","2","5"
57622,"8","2019","2","5"
64974,"10","2019","2","5"
53116,"6","2019","2","5"
68483,"12","2019","2","5"
64992,"10","2019","2","5"
68480,"12","2019","2","5"
57595,"8","2019","2","5"
57593,"8","2019","2","5"
41849,"1","2019","2","5"
53132,"6","2019","2","5"
42323,"7","2019","2","5"
43927,"2","2019","2","5"
49461,"4","2019","2","5"
57571,"8","2019","2","5"
62773,"10","2019","2","5"
50740,"5","2019","2","5"
47381,"9","2019","2","5"
57552,"8","2019","2","5"
68445,"12","2019","2","5"
65058,"10","2019","2","5"
65062,"10","2019","2","5"
47404,"3","2019","2","5"
57519,"8","2019","2","5"
57516,"8","2019","2","5"
65079,"10","2019","2","5"
51782,"5","2019","2","5"
65089,"10","2019","2","5"
57499,"8","2019","2","5"
62779,"10","2019","2","5"
57496,"8","2019","2","5"
57493,"8","2019","2","5"
49442,"4","2019","2","5"
65138,"11","2019","2","5"
47436,"3","2019","2","5"
53193,"6","2019","2","5"
43864,"2","2019","2","5"
43860,"8","2019","2","5"
44847,"9","2019","2","5"
53200,"6","2019","2","5"
65147,"11","2019","2","5"
42341,"8","2019","2","5"
69575,"12","2019","2","5"
53210,"6","2019","2","5"
47447,"9","2019","2","5"
44845,"6","2019","2","5"
65152,"11","2019","2","5"
68404,"12","2019","2","5"
57441,"11","2019","2","5"
68402,"12","2019","2","5"
45896,"3","2019","2","5"
65166,"11","2019","2","5"
57420,"8","2019","2","5"
57419,"8","2019","2","5"
68386,"12","2019","2","5"
50749,"5","2019","2","5"
51770,"5","2019","2","5"
61084,"9","2019","2","5"
57384,"8","2019","2","5"
57380,"9","2019","2","5"
47484,"4","2019","2","5"
65206,"11","2019","2","5"
42380,"1","2019","2","5"
41772,"1","2019","2","5"
57358,"9","2019","2","5"
53269,"11","2019","2","5"
53270,"6","2019","2","5"
49406,"4","2019","2","5"
57342,"8","2019","2","5"
68357,"12","2019","2","5"
53280,"9","2019","2","5"
65222,"11","2019","2","5"
43825,"2","2019","2","5"
65235,"11","2019","2","5"
49393,"4","2019","2","5"
57317,"8","2019","2","5"
49388,"4","2019","2","5"
50753,"5","2019","2","5"
68332,"12","2019","2","5"
68331,"12","2019","2","5"
47501,"7","2019","2","5"
47502,"10","2019","2","5"
47504,"4","2019","2","5"
42398,"8","2019","2","5"
47511,"4","2019","2","5"
42399,"1","2019","2","5"
57264,"8","2019","2","5"
57256,"8","2019","2","5"
42400,"1","2019","2","5"
49375,"9","2019","2","5"
47530,"4","2019","2","5"
53336,"6","2019","2","5"
47533,"4","2019","2","5"
51414,"5","2019","2","5"
49364,"4","2019","2","5"
60585,"9","2019","2","5"
42405,"1","2019","2","5"
50111,"5","2019","2","5"
68281,"12","2019","2","5"
53375,"6","2019","2","5"
53377,"6","2019","2","5"
53380,"6","2019","2","5"
45912,"3","2019","2","5"
69568,"12","2019","2","5"
50577,"5","2019","2","5"
49351,"4","2019","2","5"
42413,"1","2019","2","5"
57142,"7","2019","2","5"
65363,"11","2019","2","5"
50440,"5","2019","2","5"
47589,"4","2019","2","5"
62548,"10","2019","2","5"
68263,"12","2019","2","5"
47593,"4","2019","2","5"
53406,"6","2019","2","5"
60577,"9","2019","2","5"
43746,"2","2019","2","5"
57122,"7","2019","2","5"
